TARIH	POS	BARCODE	TUTAR	MIKTAR	ID	FK_TRANSACTION_HEADER	LINE_NO	STATUS	FK_SELLER	FK_DEPARTMENT_VAT	VAT_PERCENT	AMOUNT	FK_UNIT	UNIT_PRICE	ORG_UNIT_PRICE	FK_PAYMENT_TYPE	CURRENCY_UNIT_PRICE	TOTAL_PRICE	DEFAULT_RETURN_PRICE	VAT_TOTAL	DISCOUNT_TOTAL	INDIRECT_DISCOUNT_TOTAL	CAMPAIGN_DISCOUNT	CHEQUE_DISCOUNT	ROUNDING_TOTAL	SALE_TYPE	FK_PRICE_CHANGE_REASON	FK_STOCK_CARD	BARCODE	CODE	DESCRIPTION	PRICE_CHANGED	KEY_USED	STOCK_CODE_USED	KOMANDATURA	POINT_TOTAL	CUSTOM_TEXT	FK_RETURN_REASON	FK_RETURN_REASON_USER	FIRST_PRICE	DISCOUNT_FLAG	OPTION_BITFLAG	CREATE_DATE	FK_USER_CREATE	MODIFY_DATE	FK_USER_MODIFY	FK_STORE_LU	FK_STORE_LS	UPDATESEQ	RETURNABLE_AMOUNT
2026-01-03	24	2182990013074	44,90	1	20040020055809	20040020002643	1	0	-1	2	5	1	1	44,90	44,90	1	0,00	44,90	44,90	2,14	0,00	0,00	0,00	0,00	0,00	0	0	10020000026125	2182990013074	2182990013074	MESARGA KOY EKMEGI 1	0	0	1	1	0		0	0	44,90	1	0	2026-01-03 17:58:00.000	0	2026-01-03 17:58:00.000	0	20004	20004	1	0,00
2026-01-03	24	2182990013074	44,90	1	20040020055849	20040020002644	1	0	-1	2	5	1	1	44,90	44,90	1	0,00	44,90	44,90	2,14	0,00	0,00	0,00	0,00	0,00	0	0	10020000026125	2182990013074	2182990013074	MESARGA KOY EKMEGI 1	0	0	1	1	0		0	0	44,90	1	0	2026-01-03 18:00:00.000	0	2026-01-03 18:00:00.000	0	20004	20004	1	0,00
2026-01-03	24	2182990013074	44,90	1	20040020055850	20040020002644	2	0	-1	2	5	1	1	44,90	44,90	1	0,00	44,90	44,90	2,14	0,00	0,00	0,00	0,00	0,00	0	0	10020000026125	2182990013074	2182990013074	MESARGA KOY EKMEGI 1	0	0	1	1	0		0	0	44,90	1	0	2026-01-03 18:00:00.000	0	2026-01-03 18:00:00.000	0	20004	20004	1	0,00
2026-01-03	24	8697298011683	44,99	1	20040020055861	20040020002644	13	0	-1	8	0	1	1	44,99	44,99	1	0,00	44,99	44,99	0,00	0,00	0,00	0,00	0,00	0,00	0	0	20200000021371	8697298011683	8697298011683	GULGUN YARIM YAGLI S	0	0	1	1	0		0	0	44,99	1	0	2026-01-03 18:00:00.000	0	2026-01-03 18:00:00.000	0	20004	20004	1	0,00
2026-01-03	24	8697298011683	44,99	1	20040020055862	20040020002644	14	0	-1	8	0	1	1	44,99	44,99	1	0,00	44,99	44,99	0,00	0,00	0,00	0,00	0,00	0,00	0	0	20200000021371	8697298011683	8697298011683	GULGUN YARIM YAGLI S	0	0	1	1	0		0	0	44,99	1	0	2026-01-03 18:00:00.000	0	2026-01-03 18:00:00.000	0	20004	20004	1	0,00
2026-01-03	24	8693634200018	44,99	1	20040020056082	20040020002652	43	0	-1	8	0	1	1	44,99	44,99	1	0,00	44,99	44,99	0,00	0,00	0,00	0,00	0,00	0,00	0	0	90176	8693634200018	8693634200018	SINANGIL UN 1 KG	0	0	1	1	0		0	0	44,99	1	0	2026-01-03 18:28:00.000	0	2026-01-03 18:28:00.000	0	20004	20004	1	0,00
2026-01-03	24	2182990015313	44,90	1	20040020056237	20040020002659	1	0	-1	2	5	1	1	44,90	44,90	1	0,00	44,90	44,90	2,14	0,00	0,00	0,00	0,00	0,00	0	0	10020000046633	2182990015313	2182990015313	MESARGA KOY COREGI 8	0	0	1	1	0		0	0	44,90	1	0	2026-01-03 18:48:00.000	0	2026-01-03 18:48:00.000	0	20004	20004	1	0,00
2026-01-03	24	2182990013074	44,90	1	20040020056238	20040020002659	2	0	-1	2	5	1	1	44,90	44,90	1	0,00	44,90	44,90	2,14	0,00	0,00	0,00	0,00	0,00	0	0	10020000026125	2182990013074	2182990013074	MESARGA KOY EKMEGI 1	0	0	1	1	0		0	0	44,90	1	0	2026-01-03 18:48:00.000	0	2026-01-03 18:48:00.000	0	20004	20004	1	0,00
2026-01-03	24	2010570000827	44,90	1	20040020056576	20040020002671	2	0	-1	2	5	1	1	44,90	44,90	1	0,00	44,90	44,90	2,14	0,00	0,00	0,00	0,00	0,00	0	0	2564	2010570000827	2010570000827	ERULKU SANDVIC EKMEG	0	0	1	1	0		0	0	44,90	1	0	2026-01-03 19:36:00.000	0	2026-01-03 19:36:00.000	0	20004	20004	1	0,00
2026-01-03	24	2010570000933	44,90	1	20040020056889	20040020002683	3	0	-1	2	5	1	1	44,90	44,90	1	0,00	44,90	44,90	2,14	0,00	0,00	0,00	0,00	0,00	0	0	2575	2010570000933	2010570000933	ERULKU KEPEKLI KOY E	0	0	1	1	0		0	0	44,90	1	0	2026-01-03 20:22:00.000	0	2026-01-03 20:22:00.000	0	20004	20004	1	0,00
2026-01-03	24	8690504011736	45,00	1	20040020057011	20040020002688	7	0	-1	2	5	1	1	45,00	45,00	1	0,00	45,00	45,00	2,15	0,00	0,00	0,00	0,00	0,00	0	0	89054	8690504011736	8690504011736	ULKER CUBUK KRAKER T	0	0	1	1	0		0	0	45,00	1	0	2026-01-03 20:45:00.000	0	2026-01-03 20:45:00.000	0	20004	20004	1	0,00
2026-01-03	24	8697298011683	44,99	1	20040020057288	20040020002711	43	0	-1	8	0	1	1	44,99	44,99	1	0,00	44,99	44,99	0,00	0,00	0,00	0,00	0,00	0,00	0	0	20200000021371	8697298011683	8697298011683	GULGUN YARIM YAGLI S	0	0	1	1	0		0	0	44,99	1	0	2026-01-03 21:54:00.000	0	2026-01-03 21:54:00.000	0	20004	20004	1	0,00
2026-01-03	24	8697298011683	44,99	1	20040020057289	20040020002711	44	0	-1	8	0	1	1	44,99	44,99	1	0,00	44,99	44,99	0,00	0,00	0,00	0,00	0,00	0,00	0	0	20200000021371	8697298011683	8697298011683	GULGUN YARIM YAGLI S	0	0	1	1	0		0	0	44,99	1	0	2026-01-03 21:54:00.000	0	2026-01-03 21:54:00.000	0	20004	20004	1	0,00
2026-01-03	24	5351904104031	44,90	1	20040020057295	20040020002711	50	0	-1	2	5	1	1	44,90	44,90	1	0,00	44,90	44,90	2,14	0,00	0,00	0,00	0,00	0,00	0	0	11333	5351904104031	5351904104031	DEVON CREAM CRACKERS	0	0	1	1	0		0	0	44,90	1	0	2026-01-03 21:54:00.000	0	2026-01-03 21:54:00.000	0	20004	20004	1	0,00
2026-01-03	24	8606018700424	44,35	1	20040020057347	20040020002715	7	0	-1	2	5	1	1	44,35	44,35	1	0,00	44,35	44,35	2,11	0,00	0,00	0,00	0,00	0,00	0	0	20200000006714	8606018700424	8606018700424	BENLIAN ROCKY RICE C	0	0	1	1	0		0	0	44,35	1	0	2026-01-03 22:00:00.000	0	2026-01-03 22:00:00.000	0	20004	20004	1	0,00
